Id,Score,Body
"25717627","15","<p>Here is the code to redirect to some other page with a timeout of 10 seconds.</p>

<pre><code>&lt;script&gt;
    function Redirect()
    {
        window.location=""http://www.adarshkr.com"";
    }

    document.write(""You will be redirected to a new page in 10 seconds."");
    setTimeout('Redirect()', 10000);
&lt;/script&gt;
</code></pre>

<p>You can also do it like this, on click of a button using location.assign:</p>

<pre><code>&lt;input type=""button"" value=""Load new document"" onclick=""newPage()""&gt;
&lt;script&gt;
    function newPage() {
        window.location.assign(""http://www.adarshkr.com"")
    }
&lt;/script&gt;
</code></pre>
"
"25791785","25","<p>Use the jQuery function:</p>

<pre><code>$.extend({
  redirectPost: function(location, args) {
    var form = '';
    $.each(args, function(key, value) {
      form += '&lt;input type=""hidden"" name=""' + key + '"" value=""' + value + '""&gt;';
    });
    $('&lt;form action=""' + location + '"" method=""POST""&gt;' + form + '&lt;/form&gt;').appendTo($(document.body)).submit();
  }
});
</code></pre>

<p>In your code you use it like this:</p>

<pre><code>$.redirectPost(""addPhotos.php"", {pimreference:  $(""#pimreference"").val(), tag: $(""#tag"").val()});
</code></pre>
"
"12995510","21","<p>If you're using the jQuery library, consider using 
<a href=""http://api.jquery.com/jQuery.each/"" rel=""noreferrer"">http://api.jquery.com/jQuery.each/</a></p>

<p>From the documentation:</p>

<blockquote>
  <p><strong><code>jQuery.each( collection, callback(indexInArray, valueOfElement) )</code></strong> </p>
  
  <p><strong>Returns:</strong> <em>Object</em></p>
  
  <p><strong>Description:</strong> <em>A generic iterator function, which can be used to
  seamlessly iterate over both objects and arrays. Arrays and array-like
  objects with a length property (such as a function's arguments object)
  are iterated by numeric index, from 0 to length-1. Other objects are
  iterated via their named properties.</em></p>
  
  <p>The <code>$.each()</code> function is not the same as <code>$(selector).each()</code>, which is
  used to iterate, exclusively, over a jQuery object. The <code>$.each()</code>
  function can be used to iterate over any collection, whether it is a
  map (JavaScript object) or an array. In the case of an array, the
  callback is passed an array index and a corresponding array value each
  time. (The value can also be accessed through the <code>this</code> keyword, but
  Javascript will always wrap the <code>this</code> value as an <code>Object</code> even if it is
  a simple string or number value.) The method returns its first
  argument, the object that was iterated.</p>
</blockquote>
"
"16600410","4","<p>If you do not wish to use a JavaScript library you can use the JavaScript string functions to parse <code>window.location</code>. Keep this code in an external .js file and you can use it over and over again in different projects.</p>

<pre><code>// Example - window.location = ""index.htm?name=bob"";

var value = getParameterValue(""name"");

alert(""name = "" + value);

function getParameterValue(param)
{
    var url = window.location;
    var parts = url.split('?');
    var params = parts[1].split('&amp;');
    var val = """";

    for ( var i=0; i&lt;params.length; i++)
    {
        var paramNameVal = params[i].split('=');

        if ( paramNameVal[0] == param )
        {
            val = paramNameVal[1];
        }
    }
    return val;
}
</code></pre>
"
"13022066","38","<p>Here is a way to do it without jQuery</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function addOrAttachListener(el, type, listener, useCapture) {
  if (el.addEventListener) {
    el.addEventListener(type, listener, useCapture);
  } else if (el.attachEvent) {
    el.attachEvent(""on"" + type, listener);
  }
};

addOrAttachListener(window, ""load"", function() {
  var cbElem = document.getElementById(""cb"");
  var rcbElem = document.getElementById(""rcb"");
  addOrAttachListener(cbElem, ""click"", function() {
    rcbElem.checked = cbElem.checked;
  }, false);
}, false);</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;label&gt;Click Me!
  &lt;input id=""cb"" type=""checkbox"" /&gt;
&lt;/label&gt;
&lt;label&gt;Reflection:
  &lt;input id=""rcb"" type=""checkbox"" /&gt;
&lt;/label&gt;</code></pre>
</div>
</div>
</p>
"
"13795253","28","<p>The top answer didn't do it for me. This did though:</p>

<pre><code>&lt;script type=""text/javascript""&gt;
    $(document).ready(function(){

        $(""#li_13"").click(function(){
            if($(""#agree"").attr('checked')){
                $(""#saveForm"").fadeIn();
            }
            else
            {
                $(""#saveForm"").fadeOut();
            }
        });
    });
&lt;/script&gt;
</code></pre>

<p>Basically when the element #li_13 is clicked, it checks if the element # agree (which is the checkbox) is checked by using the <code>.attr('checked')</code> function. If it is then fadeIn the #saveForm element, and if not fadeOut the saveForm element.</p>
"
"17141819","3","<p>Here is a function I came up with to do ""round up"". I used double Math.round to compensate for JavaScript's inaccurate multiplying, so 1.005 will be correctly rounded as 1.01.</p>

<pre><code>function myRound(number, decimalplaces){
    if(decimalplaces &gt; 0){
        var multiply1 = Math.pow(10,(decimalplaces + 4));
        var divide1 = Math.pow(10, decimalplaces);
        return Math.round(Math.round(number * multiply1)/10000 )/divide1;
    }
    if(decimalplaces &lt; 0){
        var divide2 = Math.pow(10, Math.abs(decimalplaces));
        var multiply2 = Math.pow(10, Math.abs(decimalplaces));
        return Math.round(Math.round(number / divide2) * multiply2);
    }
    return Math.round(number);
}
</code></pre>
"
"17438012","3","<p>I wrote the following set of functions for myself. Maybe it will help you too.</p>

<pre><code>function float_exponent(number) {
    exponent = 1;
    while (number &lt; 1.0) {
        exponent += 1
        number *= 10
    }
    return exponent;
}
function format_float(number, extra_precision) {
    precision = float_exponent(number) + (extra_precision || 0)
    return number.toFixed(precision).split(/\.?0+$/)[0]
}
</code></pre>

<p>Usage:</p>

<pre><code>format_float(1.01); // 1
format_float(1.06); // 1.1
format_float(0.126); // 0.13
format_float(0.000189); // 0.00019
</code></pre>

<p>For you case:</p>

<pre><code>format_float(10, 1); // 10
format_float(9.1, 1); // 9.1
format_float(1.77777, 1); // 1.78
</code></pre>
"
"17567046","2","<p>See this <a href=""http://www.darlesson.com/jquery/querystring/"" rel=""nofollow"">post</a> or use this:</p>

<pre><code>&lt;script type=""text/javascript"" language=""javascript""&gt;
    $(document).ready(function()
    {
        var urlParams = {};
        (function ()
        {
            var match,
            pl= /\+/g,  // Regular expression for replacing addition symbol with a space
            search = /([^&amp;=]+)=?([^&amp;]*)/g,
            decode = function (s) { return decodeURIComponent(s.replace(pl, "" "")); },
            query  = window.location.search.substring(1);

            while (match = search.exec(query))
                urlParams[decode(match[1])] = decode(match[2]);
        })();

        if (urlParams[""q1""] === 1)
        {
            return 1;
        }
    });
&lt;/script&gt;
</code></pre>
"
"30947489","32","<p>Replacing single quotes:</p>

<pre><code>function JavaScriptEncode(text){
    text = text.replace(/'/g,'&amp;apos;')
    // More encode here if required

    return text;
}
</code></pre>
"
"17810898","3","<p>Use:</p>

<pre><code>  $(document).ready(function () {
      var urlParams = {};
      (function () {
          var match,
          pl = /\+/g, // Regex for replacing addition symbol with a space
              search = /([^&amp;=]+)=?([^&amp;]*)/g,
              decode = function (s) {
                  return decodeURIComponent(s.replace(pl, "" ""));
              },
              query = window.location.search.substring(1);

          while (match = search.exec(query))
              urlParams[decode(match[1])] = decode(match[2]);
      })();
      if (urlParams[""q1""] === 1) {
          return 1;
      }
</code></pre>

<p>Please check and let me know your comments. Also refer to <em><a href=""http://jquerybyexample.blogspot.com/2012/05/how-to-get-querystring-value-using.html"" rel=""nofollow"">How to get querystring value using jQuery</a></em>.</p>
"
"15059200","10","<p>This was my workaround:</p>

<pre><code>$('#vcGoButton').click(function () {
    var buttonStatus = $('#vcChangeLocation').prop('checked');
    console.log(""Status is "" + buttonStatus);
    if (buttonStatus) {
        var address = $('#vcNewLocation').val();
        var cabNumber = $('#vcVehicleNumber').val();
        $.get('postCabLocation.php',
              {address: address, cabNumber: cabNumber},
              function(data) {
                  console.log(""Changed vehicle "" + cabNumber + "" location to "" + address );
              });
    }
    else {
        console.log(""VC go button clicked, but no location action"");
    }
});
</code></pre>
"
"15116335","12","<p><strong>Here's the complete answer</strong>
using jQuery</p>

<p>I test it and it works 100% :D</p>

<pre><code>    // when the button (select_unit_button) is clicked it returns all the checed checkboxes values 
    $(""#select_unit_button"").on(""click"", function(e){

             var arr = [];

             $(':checkbox:checked').each(function(i){
                 arr[i] = $(this).val(); // u can get id or anything else
             });

              //console.log(arr); // u can test it using this in google chrome
    });
</code></pre>
"
"18194090","14","<p>Here is a prototype method:</p>

<pre><code>Number.prototype.round = function(places){
    places = Math.pow(10, places); 
    return Math.round(this * places)/places;
}

var yournum = 10.55555;
yournum = yournum.round(2);
</code></pre>
"
"18195920","4","<pre><code>var getUrlParameters = function (name, url) {
    if (!name) {
        return undefined;
    }

    name = name.replace(/[\[]/, '\\[').replace(/[\]]/, '\\]');
    url = url || location.search;

    var regex = new RegExp('[\\?&amp;#]' + name + '=?([^&amp;#]*)', 'gi'), result, resultList = [];

    while (result = regex.exec(url)) {
        resultList.push(decodeURIComponent(result[1].replace(/\+/g, ' ')));
    }

    return resultList.length ? resultList.length === 1 ? resultList[0] : resultList : undefined;
};
</code></pre>
"
"59547575","43","<h2>Performance</h2>

<p>I perform tests on <a href=""https://en.wikipedia.org/wiki/MacOS_High_Sierra"" rel=""noreferrer"">macOS v10.13.6</a> (High Sierra) for 18 chosen solutions. Solutions works slightly different (for corner-case input data) which was presented in the snippet below.</p>

<p><strong>Conclusions</strong></p>

<ul>
<li>the simple solutions based on <code>!str</code>,<code>==</code>,<code>===</code> and <code>length</code> are fast for all browsers (A,B,C,G,I,J)</li>
<li>the solutions based on the regular expression (<code>test</code>,<code>replace</code>) and <code>charAt</code> are slowest for all browsers (H,L,M,P)</li>
<li>the solutions marked as fastest was fastest only for one test run - but in many runs it changes inside 'fast' solutions group</li>
</ul>

<p><a href=""https://i.stack.imgur.com/bFeGV.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/bFeGV.png"" alt=""Enter image description here""></a></p>

<h2>Details</h2>

<p>In the below snippet I compare results of chosen 18 methods by use different input parameters</p>

<ul>
<li><code>""""</code> <code>""a""</code> <code>"" ""</code>- empty string, string with letter and string with space</li>
<li><code>[]</code> <code>{}</code> <code>f</code>- array, object and function</li>
<li><code>0</code> <code>1</code> <code>NaN</code> <code>Infinity</code> - numbers</li>
<li><code>true</code> <code>false</code> - Boolean</li>
<li><code>null</code> <code>undefined</code></li>
</ul>

<p>Not all tested methods support all input cases.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""true"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code snippet-currently-hidden"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function A(str) {
  let r=1;
  if (!str)
    r=0;
  return r;
}

function B(str) {
  let r=1;
  if (str == """")
    r=0;
  return r;
}

function C(str) {
  let r=1;
  if (str === """")
    r=0;
  return r;
}

function D(str) {
  let r=1;
  if(!str || 0 === str.length)
    r=0;
  return r;
}

function E(str) {
  let r=1;
  if(!str || /^\s*$/.test(str))
    r=0;
  return r;
}

function F(str) {
  let r=1;
  if(!Boolean(str))
    r=0;
  return r;
}

function G(str) {
  let r=1;
  if(! ((typeof str != 'undefined') &amp;&amp; str) )
    r=0;
  return r;
}

function H(str) {
  let r=1;
  if(!/\S/.test(str))
    r=0;
  return r;
}

function I(str) {
  let r=1;
  if (!str.length)
    r=0;
  return r;
}

function J(str) {
  let r=1;
  if(str.length &lt;= 0)
    r=0;
  return r;
}

function K(str) {
  let r=1;
  if(str.length === 0 || !str.trim())
    r=0;
  return r;
}

function L(str) {
  let r=1;
  if ( str.replace(/\s/g,"""") == """")
    r=0;
  return r;
}

function M(str) {
  let r=1;
  if((/^\s*$/).test(str))
    r=0;
  return r;
}


function N(str) {
  let r=1;
  if(!str || !str.trim().length)
    r=0;
  return r;
}

function O(str) {
  let r=1;
  if(!str || !str.trim())
    r=0;
  return r;
}

function P(str) {
  let r=1;
  if(!str.charAt(0))
    r=0;
  return r;
}

function Q(str) {
  let r=1;
  if(!str || (str.trim()==''))
    r=0;
  return r;
}

function R(str) {
  let r=1;
  if (typeof str == 'undefined' ||
      !str ||
      str.length === 0 ||
      str === """" ||
      !/[^\s]/.test(str) ||
      /^\s*$/.test(str) ||
      str.replace(/\s/g,"""") === """")

    r=0;
  return r;
}




// --- TEST ---

console.log(                  '   """"  ""a""  "" "" [] {} 0 1 NaN Infinity f true false null undefined ');
let log1 = (s,f)=&gt; console.log(`${s}: ${f("""")}   ${f(""a"")}    ${f("" "")}   ${f([])}  ${f({})}  ${f(0)} ${f(1)} ${f(NaN)}   ${f(Infinity)}        ${f(f)} ${f(true)}    ${f(false)}     ${f(null)}    ${f(undefined)}`);
let log2 = (s,f)=&gt; console.log(`${s}: ${f("""")}   ${f(""a"")}    ${f("" "")}   ${f([])}  ${f({})}  ${f(0)} ${f(1)} ${f(NaN)}   ${f(Infinity)}        ${f(f)} ${f(true)}    ${f(false)}`);
let log3 = (s,f)=&gt; console.log(`${s}: ${f("""")}   ${f(""a"")}    ${f("" "")}`);

log1('A', A);
log1('B', B);
log1('C', C);
log1('D', D);
log1('E', E);
log1('F', F);
log1('G', G);
log1('H', H);

log2('I', I);
log2('J', J);

log3('K', K);
log3('L', L);
log3('M', M);
log3('N', N);
log3('O', O);
log3('P', P);
log3('Q', Q);
log3('R', R);</code></pre>
</div>
</div>
</p>

<p>And then for all methods I perform speed test case <code>str = """"</code> for browsers Chrome v78.0.0, Safari v13.0.4, and Firefox v71.0.0 - you can run tests on your machine <a href=""https://jsperf.com/empty-string-checking/1"" rel=""noreferrer"">here</a></p>

<p><a href=""https://i.stack.imgur.com/IxaPG.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/IxaPG.png"" alt=""Enter image description here""></a></p>
"
"18358056","533","<p>You can use</p>

<pre><code>function roundToTwo(num) {    
    return +(Math.round(num + ""e+2"")  + ""e-2"");
}
</code></pre>

<p>I found this over on <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Math/round"" rel=""noreferrer"">MDN</a>. Their way avoids the problem with 1.005 that was <a href=""https://stackoverflow.com/questions/11832914/round-up-to-2-decimal-places-in-javascript#comment24719818_11832950"">mentioned</a>.</p>

<pre><code>roundToTwo(1.005)
1.01
roundToTwo(10)
10
roundToTwo(1.7777777)
1.78
roundToTwo(9.1)
9.1
roundToTwo(1234.5678)
1234.57
</code></pre>
"
"18671460","7","<p>I used this code (JavaScript) to get the what is passed through the URL:</p>

<pre><code>function getUrlVars() {
            var vars = {};
            var parts = window.location.href.replace(/[?&amp;]+([^=&amp;]+)=([^&amp;]*)/gi, function(m,key,value) {
                vars[key] = value;
            });
            return vars;
        }
</code></pre>

<p>Then to assign the value to a variable, you only have to specify which parameter you want to get, ie if the URL is <code>example.com/?I=1&amp;p=2&amp;f=3</code></p>

<p>You can do this to get the values:</p>

<pre><code>var getI = getUrlVars()[""I""];
var getP = getUrlVars()[""p""];
var getF = getUrlVars()[""f""];
</code></pre>

<p>then the values would be:</p>

<pre><code>getI = 1, getP = 2 and getF = 3
</code></pre>
"
"31282622","48","<p>Here's the generalized version of how Facebook does it for their ubiquitous Like button:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script&gt;
  var firstScript = document.getElementsByTagName('script')[0],
      js = document.createElement('script');
  js.src = 'https://cdnjs.cloudflare.com/ajax/libs/Snowstorm/20131208/snowstorm-min.js';
  js.onload = function () {
    // do stuff with your dynamically loaded script
    snowStorm.snowColor = '#99ccff';
  };
  firstScript.parentNode.insertBefore(js, firstScript);
&lt;/script&gt;</code></pre>
</div>
</div>
</p>

<p>If it works for Facebook, it will work for you.</p>

<p>The reason why we look for the first <code>script</code> element instead of <code>head</code> or <code>body</code> is because some browsers don't create one if missing, but we're guaranteed to have a <code>script</code> element - this one. Read more at <a href=""http://www.jspatterns.com/the-ridiculous-case-of-adding-a-script-element/"">http://www.jspatterns.com/the-ridiculous-case-of-adding-a-script-element/</a>.</p>
"
"18671891","4","<p>There are many solutions to retrieve URI query values, I prefer this one because it's short and works great:</p>

<pre><code>function get(name){
   if(name=(new RegExp('[?&amp;]'+encodeURIComponent(name)+'=([^&amp;]*)')).exec(location.search))
      return decodeURIComponent(name[1]);
}
</code></pre>
"
"27660935","88","<p><strong>Original question:</strong> ""How to redirect using jQuery?"", hence the answer implements jQuery >> Complimentary usage case.</p>

<hr>

<p>To just redirect to a page with JavaScript:</p>

<pre><code>window.location.href = ""/contact/"";
</code></pre>

<p>Or if you need a delay:</p>

<pre><code>setTimeout(function () {
  window.location.href = ""/contact/"";
}, 2000);   // Time in milliseconds
</code></pre>

<p>jQuery allows you to select elements from a web page with ease. You can find anything you want on a page and then use jQuery to add special effects, react to user actions, or show and hide content inside or outside the element you have selected. All these tasks start with knowing <a href=""http://learn.jquery.com/using-jquery-core/selecting-elements/"" rel=""noreferrer"">how to select an element or an event</a>.</p>

<pre><code>$('a,img').on('click',function(e){
  e.preventDefault();
  $(this).animate({
    opacity: 0 //Put some CSS animation here
  }, 500);
  setTimeout(function(){
    // OK, finished jQuery staff, let's go redirect
    window.location.href = ""/contact/"";
  },500);
});
</code></pre>

<p>Imagine someone wrote a script/plugin with 10000 lines of code. With jQuery you can connect to this code with just a line or two.</p>
"
"18792024","4","<p>This is very simple method to get parameter value(query string)</p>

<p>Use <code>gV(para_name)</code> function to retrieve its value</p>

<pre><code>var a=window.location.search;
a=a.replace(a.charAt(0),""""); //Removes '?'
a=a.split(""&amp;"");

function gV(x){
 for(i=0;i&lt;a.length;i++){
  var b=a[i].substr(0,a[i].indexOf(""=""));
  if(x==b){
   return a[i].substr(a[i].indexOf(""="")+1,a[i].length)}
</code></pre>
"
"60330980","1","<p>If you really want to block the main thread altogether and keep the event loop from pulling from the event queue, here's a nice way to do that without creating any functions, new Date objects or leaking any variables. I know there's a million answers to this silly question already but I didn't see anyone using this exact solution. This is modern browser only.</p>

<p>WARNING: This is not something you would ever put into production, it is just helpful for understanding the browser event loop. It is probably not even useful for any testing. It is not like a normal system sleep function because the javascript runtime is still doing work every cycle. </p>

<pre class=""lang-js prettyprint-override""><code>for (let e = performance.now() + 2000; performance.now() &lt; e; ) {}
</code></pre>

<p>Used here, the setTimeout callback won't be called until at least 2 seconds later even though it enters the event queue almost instantly:</p>

<pre class=""lang-js prettyprint-override""><code>setTimeout(function() {
  console.log(""timeout finished"");
}, 0);

for (let e = performance.now() + 2000; performance.now() &lt; e; ) {}
console.log(""haha wait for me first"");
</code></pre>

<p>You will experience a ~2 second pause then see</p>

<pre><code>haha wait for me first
timeout finished
</code></pre>

<p>The benefit of using performance.now() over Date.now() is that that the Date object is</p>

<blockquote>
  <p>subject to both clock skew and adjustment of the system clock. The
  value of time may not always be monotonically increasing and
  subsequent values may either decrease or remain the same.
  <a href=""https://www.w3.org/TR/hr-time-2/#introduction"" rel=""nofollow noreferrer"">*</a></p>
</blockquote>

<p>In general performance.now() is more suited to measuring differences in time at high accuracy.</p>

<p>Using a <code>for</code> loop has the benefit of letting you set variables local to the block before running. This allows you to do the addition math outside the loop while still being a 'one-liner'. This should hopefully minimize the CPU load of this hot cycle burn.</p>
"
"28034516","3","<p>I think this is an old question but the easiest way would be the following:</p>

<pre><code>var date = new Date();
var TimeStamp = date.toLocaleString();

function CurrentTime(){
  alert(TimeStamp);
}
</code></pre>

<p>This will grab the current time, pass it to a string based on location and then you can call the function CurrentTime to display the time.  This would be, to me, the most effective way to get a time stamp for something.</p>
"
"60531023","1","<p>Using Typescript?</p>

<p>Here's a quick <code>sleep()</code> implementation that can be awaited.  This is as similar as possible to the top answer.  It's functionally equivalent except <code>ms</code> is typed as <code>number</code> for typescript.</p>

<pre class=""lang-js prettyprint-override""><code>const sleep = (ms: number) =&gt;
  new Promise((resolve) =&gt; setTimeout(resolve, ms));

async function demo() {
  console.log('Taking a break for 2s (2000ms)...');
  await sleep(2000);
  console.log('Two seconds later');
}

demo();
</code></pre>

<h3>This is it. <code>await sleep(&lt;duration&gt;)</code>.</h3>

<p>Note that,</p>

<ol>
<li><code>await</code> can only be executed in functions prefixed with the <code>async</code> keyword, or at the <a href=""https://developers.google.com/web/updates/2017/08/devtools-release-notes#await"" rel=""nofollow noreferrer"">top level</a> of your script in some environments (e.g. the Chrome DevTools console, or Runkit).</li>
<li><code>await</code> only pauses the current <code>async</code> function</li>
</ol>
"
"61545673","6","<p>Could do something like this. A sleep method that all functions can inherit:
<div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>Function.prototype.sleep = function(delay, ...args) {
    setTimeout(() =&gt; this(...args), delay)
}

console.log.sleep(2000, 'Hello world!')</code></pre>
</div>
</div>
</p>
"
"31552759","21","<p>I had a simple issue, but I was baffled by responses to this question.</p>

<p>I had to use a variable (myVar1) defined in one JavaScript file (myvariables.js) in another JavaScript file (main.js).</p>

<p>For this I did as below:</p>

<p>Loaded the JavaScript code in the HTML file, in the correct order, myvariables.js first, then main.js:</p>

<pre><code>&lt;html&gt;
    &lt;body onload=""bodyReady();"" &gt;

        &lt;script src=""myvariables.js"" &gt; &lt;/script&gt;
        &lt;script src=""main.js"" &gt; &lt;/script&gt;

        &lt;!-- Some other code --&gt;
    &lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p>File: myvariables.js</p>

<pre><code>var myVar1 = ""I am variable from myvariables.js"";
</code></pre>

<p>File: main.js</p>

<pre><code>// ...
function bodyReady() {
    // ...
    alert (myVar1);    // This shows ""I am variable from myvariables.js"", which I needed
    // ...
}
// ...
</code></pre>

<p>As you saw, I had use a variable in one JavaScript file in another JavaScript file, but I didn't need to include one in another. I just needed to ensure that the first JavaScript file loaded before the second JavaScript file, and, the first JavaScript file's variables are accessible in the second JavaScript file, automatically.</p>

<p>This saved my day. I hope this helps.</p>
"
"63558697","8","<pre><code>if ((str?.trim()?.length || 0) &gt; 0) {
   // str must not be any of:
   // undefined
   // null
   // &quot;&quot;
   // &quot; &quot; or just whitespace
}
</code></pre>
<p><strong>Update:</strong>
Since this answer is getting popular I thought I'd write a function form too:</p>
<pre><code>const isNotNilOrWhitespace = input =&gt; (input?.trim()?.length || 0) &gt; 0;

const isNilOrWhitespace = input =&gt; (input?.trim()?.length || 0) === 0;
</code></pre>
"
"31604044","27","<p>If your intention to load the JavaScript file is <strong>using the functions from the imported/included file</strong>, you can also define a global object and set the functions as object items. For instance:</p>

<h3>global.js</h3>

<pre><code>A = {};
</code></pre>

<h3>file1.js</h3>

<pre><code>A.func1 = function() {
  console.log(""func1"");
}
</code></pre>

<h3>file2.js</h3>

<pre><code>A.func2 = function() {
  console.log(""func2"");
}
</code></pre>

<h3>main.js</h3>

<pre><code>A.func1();
A.func2();
</code></pre>

<p>You just need to be careful when you are including scripts in an HTML file. The order should be as in below:</p>

<pre><code>&lt;head&gt;
  &lt;script type=""text/javascript"" src=""global.js""&gt;&lt;/script&gt;
  &lt;script type=""text/javascript"" src=""file1.js""&gt;&lt;/script&gt;
  &lt;script type=""text/javascript"" src=""file2.js""&gt;&lt;/script&gt;
  &lt;script type=""text/javascript"" src=""main.js""&gt;&lt;/script&gt;
&lt;/head&gt;
</code></pre>
"
"19722641","171","<p>MarkG's answer is the correct one.  Here's a generic extension for any number of decimal places.</p>

<pre><code>Number.prototype.round = function(places) {
  return +(Math.round(this + ""e+"" + places)  + ""e-"" + places);
}
</code></pre>

<p>Usage:</p>

<pre><code>var n = 1.7777;    
n.round(2); // 1.78
</code></pre>

<p>Unit test:</p>

<pre><code>it.only('should round floats to 2 places', function() {

  var cases = [
    { n: 10,      e: 10,    p:2 },
    { n: 1.7777,  e: 1.78,  p:2 },
    { n: 1.005,   e: 1.01,  p:2 },
    { n: 1.005,   e: 1,     p:0 },
    { n: 1.77777, e: 1.8,   p:1 }
  ]

  cases.forEach(function(testCase) {
    var r = testCase.n.round(testCase.p);
    assert.equal(r, testCase.e, 'didn\'t get right number');
  });
})
</code></pre>
"
"20099782","5","<p>If you have <a href=""https://en.wikipedia.org/wiki/Underscore.js"" rel=""nofollow"">Underscore.js</a> or <a href=""http://lodash.com/docs#zipObject"" rel=""nofollow"">lodash</a>, a quick and dirty way to get this done is:</p>

<pre><code>_.object(window.location.search.slice(1).split('&amp;').map(function (val) { return val.split('='); }));
</code></pre>
"
"15171167","17","<p>Include jQuery from the local file system. I used Google's <a href=""http://en.wikipedia.org/wiki/Content_delivery_network"" rel=""noreferrer"">CDN</a>, and there are also many CDNs to choose from.</p>

<pre><code>&lt;script src=""//ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js""&gt;&lt;/script&gt;
</code></pre>

<p>The code will execute as soon as a checkbox inside <code>mycheck</code> class is clicked. If the current clicked checkbox is checked then it will disable all others and enable the current one. If the current one is unchecked, it will again enable all checkboxes for rechecking.</p>

<pre><code>&lt;script type=""text/javascript""&gt;
    $(document).ready(function() {

        var checkbox_selector = '.mycheck input[type=checkbox]';

        $(checkbox_selector).click(function() {
            if ($($(this)).is(':checked')) {

                // Disable all checkboxes
                $(checkbox_selector).attr('disabled', 'disabled');

                // Enable current one
                $($(this)).removeAttr('disabled');
            }
            else {
                // If unchecked open all checkbox
                $(checkbox_selector).removeAttr('disabled');
            }
        });
    });
&lt;/script&gt;
</code></pre>

<p>Simple form to test</p>

<pre><code>&lt;form method=""post"" action=""""&gt;
    &lt;div class=""mycheck""&gt;
        &lt;input type=""checkbox"" value=""1"" /&gt; Television
        &lt;input type=""checkbox"" value=""2"" /&gt; Computer
        &lt;input type=""checkbox"" value=""3"" /&gt; Laptop
        &lt;input type=""checkbox"" value=""4"" /&gt; Camera
        &lt;input type=""checkbox"" value=""5"" /&gt; Music Systems
    &lt;/div&gt;
&lt;/form&gt;
</code></pre>

<p>Output screen:</p>

<p><img src=""https://i.stack.imgur.com/SM7V9.png"" alt=""Enter image description here""></p>
"
"33718996","5","<p>The following method will remove all entries of a given value from an array without creating a new array and with only one iteration which is <em>superfast</em>. And it works in ancient <a href=""https://en.wikipedia.org/wiki/Internet_Explorer_5"" rel=""noreferrer"">Internet&nbsp;Explorer 5.5</a> browser:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function removeFromArray(arr, removeValue) {
  for (var i = 0, k = 0, len = arr.length &gt;&gt;&gt; 0; i &lt; len; i++) {
    if (k &gt; 0)
      arr[i - k] = arr[i];

    if (arr[i] === removeValue)
      k++;
  }

  for (; k--;)
    arr.pop();
}

var a = [0, 1, 0, 2, 0, 3];

document.getElementById('code').innerHTML =
  'Initial array [' + a.join(', ') + ']';
//Initial array [0, 1, 0, 2, 0, 3]

removeFromArray(a, 0);

document.getElementById('code').innerHTML +=
  '&lt;br&gt;Resulting array [' + a.join(', ') + ']';
//Resulting array [1, 2, 3]</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;code id=""code""&gt;&lt;/code&gt;</code></pre>
</div>
</div>
</p>
"
"34755893","6","<p>I use <strong>p</strong> to store the result from the previous recursion replacement:</p>

<pre><code>function replaceAll(s, m, r, p) {
    return s === p || r.contains(m) ? s : replaceAll(s.replace(m, r), m, r, s);
}
</code></pre>

<p>It will replace all occurrences in the string <strong>s</strong> until it is possible:</p>

<pre><code>replaceAll('abbbbb', 'ab', 'a') → 'abbbb' → 'abbb' → 'abb' → 'ab' → 'a'
</code></pre>

<p>To avoid infinite loop I check if the replacement <strong>r</strong> contains a match <strong>m</strong>:</p>

<pre><code>replaceAll('abbbbb', 'a', 'ab') → 'abbbbb'
</code></pre>
"
